20200713009130193000410084857140	,20200713001100121100414776244893	,2020-07-13 19:28:06 ,2020-07-13 19:28:09 ,2020-07-13 19:28:09 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071322001447411418099241	,00202000888312007130713035380	,2020-07-13 19:28:04 ,2020-07-13 19:28:04 ,2020-07-13 19:28:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联华超市(国和店)       ,百联商品                ,15.70   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200713009130193000410084931920	,20200713001100121100414776130435	,2020-07-13 16:47:36 ,2020-07-13 16:47:39 ,2020-07-13 16:47:39 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071322001447411418847314	,222913459744        	,2020-07-13 16:47:34 ,2020-07-13 16:47:34 ,2020-07-13 16:47:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,7.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200713860235674105 	,202007131002300004410097032885-NORMAL_BUY	,2020-07-13 16:16:13 ,2020-07-13 16:16:17 ,2020-07-13 16:16:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,长江养老保险股份有限公司    ,理财买入-长江养老添年享        ,4000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200713009130193000410084636642	,20200713001100121100414776072047	,2020-07-13 14:37:48 ,2020-07-13 14:37:50 ,2020-07-13 14:37:50 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071322001447411418145040	,20071370045036650607	,2020-07-13 14:37:44 ,2020-07-13 14:37:44 ,2020-07-13 14:37:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,茶米茶(上海合生汇店)外卖订单     ,117.30  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200713001080012204410042994575	,                    	,2020-07-13 13:36:45 ,                    ,2020-07-13 13:36:48 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-信诚中证800医药指数分级-买入,1000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200713009130193000410084433809	,20200713001100121100414775901667	,2020-07-13 09:44:36 ,2020-07-13 09:44:38 ,2020-07-13 09:44:38 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071322001447411418224350	,ded40b0194304e1b8c7a48dd29f6d37e	,2020-07-13 09:44:32 ,2020-07-13 09:44:33 ,2020-07-13 09:44:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,11.82   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200713009130193000410084094761	,20200713001100121100414775885267	,2020-07-13 09:23:42 ,2020-07-13 09:23:44 ,2020-07-13 09:23:44 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071322001447411418152162	,2812660000489000000000256811420195	,2020-07-13 09:23:35 ,2020-07-13 09:23:38 ,2020-07-13 09:23:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,巴比馒头上海中原路店      ,巴比馒头上海中原路三店         ,4.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200713354181084411 	,                    	,2020-07-13 02:04:31 ,                    ,2020-07-13 02:04:31 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.12-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200713009130193000410083935744	,20200713001100121100414775710545	,2020-07-13 00:49:54 ,2020-07-13 00:49:57 ,2020-07-13 00:49:57 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071322001447411418113660	,20071370044650112107	,2020-07-13 00:49:52 ,2020-07-13 00:49:53 ,2020-07-13 00:49:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拉扎斯网络科技（上海）有限公司 ,顾客打赏-#3安徽料理         ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200713009130193000410083867460	,20200713001100121100414775682263	,2020-07-13 00:17:33 ,2020-07-13 00:17:35 ,2020-07-13 00:17:35 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071322001447411418077000	,20071370044638968907	,2020-07-13 00:17:29 ,2020-07-13 00:17:29 ,2020-07-13 00:17:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,安徽料理外卖订单            ,22.61   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200712009130193000410083824131	,20200712001100121100414775490267	,2020-07-12 18:07:55 ,2020-07-12 18:07:57 ,2020-07-12 18:07:57 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071222001447411417838926	,20071270044387625507	,2020-07-12 18:07:51 ,2020-07-12 18:07:51 ,2020-07-12 18:07:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,930私房菜(国和路店)外卖订单    ,66.70   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200712009130100010410083792870	,LC2020071216080720889023400474185573	,2020-07-12 16:08:07 ,2020-07-12 16:08:10 ,2020-07-12 16:08:07 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-单次转入            ,1300.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200712009130193000410083624545	,20200712001100121100414775405527	,2020-07-12 15:46:51 ,2020-07-12 15:46:53 ,2020-07-12 15:46:53 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071222001147411417937022	,T200P1115853987811833850	,2020-07-12 15:46:45 ,2020-07-12 15:46:49 ,2020-07-14 15:25:09 ,淘宝        ,支付宝担保交易         ,百秀大药房旗舰店        ,【狂暑价】日本米如Miru隐形近视眼镜日抛盒30片装半月抛进口旗舰店官网正品 等多件,290.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200712009130193000410083472846	,20200712001100121100414775291605	,2020-07-12 12:05:27 ,2020-07-12 12:05:29 ,2020-07-12 12:05:29 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071222001447411417837876	,20071270044051667007	,2020-07-12 12:05:22 ,2020-07-12 12:05:22 ,2020-07-12 12:05:22 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,茶米茶(上海合生汇店)外卖订单     ,39.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200712009130125000410083187935	,20200712200040011100230054876425	,2020-07-12 11:43:20 ,2020-07-12 11:43:20 ,2020-07-12 11:43:20 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,50.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200712200040011100230054876425	,                    	,2020-07-12 11:43:15 ,2020-07-12 11:43:20 ,2020-07-12 11:43:20 ,支付宝网站     ,即时到账交易          ,Si              ,昨夜的营养快线             ,50.00   ,收入      ,交易成功    ,0.00     ,0.00     ,昨夜的营养快线             ,已收入      ,
20200712009130193000410083476336	,20200712001100121100414775242779	,2020-07-12 11:00:07 ,2020-07-12 11:00:10 ,2020-07-12 11:00:10 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071222001447411417826088	,20071270043929533807	,2020-07-12 11:00:03 ,2020-07-12 11:00:04 ,2020-07-12 11:00:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,正宗桂林米粉（中原店）外卖订单     ,22.99   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200712349513945411 	,                    	,2020-07-12 02:27:21 ,                    ,2020-07-12 02:27:21 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.11-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200712009130193000410083198877	,20200712001100121100414775060540	,2020-07-12 00:47:36 ,2020-07-12 00:47:38 ,2020-07-12 00:47:38 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071222001447411417870799	,32e34d52421147c3bd559337e3728486	,2020-07-12 00:47:34 ,2020-07-12 00:47:34 ,2020-07-12 00:47:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,61.61   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200711009130193000410082581124	,20200711001100121100414774766370	,2020-07-11 15:57:39 ,2020-07-11 15:57:42 ,2020-07-11 15:57:42 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071122001447411417740717	,20200711040182551541461	,2020-07-11 15:57:36 ,2020-07-11 15:57:37 ,2020-07-11 15:57:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,来电-充电宝              ,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020070922001147411416169711_1110075489891833850	,T200P1110075489891833850	,2020-07-11 12:14:39 ,                    ,2020-07-11 12:14:39 ,淘宝        ,支付宝担保交易         ,恋人·love         ,退款-针织开衫外套小披肩冰丝夏季防晒衣女2020新款薄款外搭配吊带裙子,34.30   ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200711200040011100410046111519	,                    	,2020-07-11 11:51:57 ,2020-07-11 11:52:00 ,2020-07-11 11:52:00 ,支付宝网站     ,即时到账交易          ,快把钱发过来(庄宜成)     ,转账                  ,500.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20200711001080012204410042640351	,                    	,2020-07-11 11:51:39 ,                    ,2020-07-11 11:51:41 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-招商中证白酒指数分级-买入  ,1000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200711009130100010410082429145	,LC2020071111501620889023400474189664	,2020-07-11 11:50:16 ,2020-07-11 11:50:19 ,2020-07-11 11:50:16 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-单次转入            ,5000.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071129020841410140823055	,                    	,2020-07-11 11:11:07 ,2020-07-11 11:11:08 ,2020-07-11 11:11:08 ,支付宝网站     ,即时到账交易          ,花呗              ,主动还款-花呗2020年07月账单   ,964.55  ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071122001447411417438100	,20071170043043609807	,2020-07-11 09:39:33 ,2020-07-11 09:39:34 ,2020-07-11 09:39:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,福建千里香馄饨王外卖订单        ,17.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200711344307124411 	,                    	,2020-07-11 02:38:30 ,                    ,2020-07-11 02:38:30 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.10-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020071022001447411416841534	,c087587cb6c54e5ea2246ca89ff0caca	,2020-07-10 20:03:45 ,2020-07-10 20:03:46 ,2020-07-10 20:03:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,13.14   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020071022001447411416573275	,22126600004928000020071012275394425985	,2020-07-10 12:27:53 ,2020-07-10 12:27:54 ,2020-07-10 12:27:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,米芝莲             ,米芝莲 五角场万达店-消费       ,36.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020071022001447411416611126	,db0db5e8e50a42618b439b7ef0223878	,2020-07-10 09:41:53 ,2020-07-10 09:41:53 ,2020-07-10 09:41:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,15.53   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020071022001147411416905698	,T200P1111336547010833850	,2020-07-10 08:08:24 ,2020-07-10 08:08:29 ,2020-07-12 13:31:41 ,淘宝        ,支付宝担保交易         ,维达官方旗舰店         ,【狂暑价】维达立体美卷纸无芯纸巾4层120g24卷 厕纸手纸家用实惠装卫生纸cy,39.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020070922001447411416314930	,45942915321902340047418	,2020-07-09 18:45:32 ,2020-07-09 18:45:35 ,2020-07-09 18:46:30 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*炜炜             ,商品                  ,40.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020070922001447411415965103	,071266000049570000287500090562202007097732652076	,2020-07-09 17:34:06 ,2020-07-09 17:34:07 ,2020-07-09 17:34:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,琦鼎鸭国和店          ,订单-820200709173406238545135293010-琦鼎鸭国和店订单号：2007090100300717528校验码:7399,32.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200709009130125000410080737053	,20200709200040011100020057604611	,2020-07-09 17:33:03 ,2020-07-09 17:33:03 ,2020-07-09 17:33:03 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,330.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200709200040011100020057604611	,                    	,2020-07-09 17:32:56 ,2020-07-09 17:33:02 ,2020-07-09 17:33:02 ,支付宝网站     ,即时到账交易          ,快把钱发过来          ,转账                  ,330.00  ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20200709200040011100410044927588	,                    	,2020-07-09 17:10:12 ,2020-07-09 17:10:15 ,2020-07-09 17:10:15 ,支付宝网站     ,即时到账交易          ,快把钱发过来(庄宜成)     ,转账                  ,330.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2020070922001147411416177642	,T200P1110212578121833850	,2020-07-09 16:56:03 ,2020-07-09 16:56:09 ,2020-07-10 21:34:31 ,淘宝        ,支付宝担保交易         ,蛋皮多多            ,花栗鼠小姐 冰丝针织衫女夏季防晒开衫百搭显瘦薄款上衣宽松外穿,94.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020070922001147411416540971_1110031425780833850	,T200P1110031425780833850	,2020-07-09 16:37:58 ,                    ,2020-07-09 16:37:58 ,淘宝        ,支付宝担保交易         ,孙春红0202         ,退款-原创复古少女镂空TT纱白色粉色梅子色绿色针织小开衫 K,58.00   ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020070922001447411416043462	,20200709040149106241461	,2020-07-09 16:24:56 ,2020-07-09 16:24:57 ,2020-07-09 16:24:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,街电充电宝               ,1.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200709009130193000410080881062	,20200709001100121100414773451679	,2020-07-09 16:13:42 ,2020-07-09 16:13:44 ,2020-07-09 16:13:44 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070922001147411416169711	,T200P1110075489891833850	,2020-07-09 16:13:35 ,2020-07-09 16:13:38 ,2020-07-11 12:14:39 ,淘宝        ,支付宝担保交易         ,恋人·love         ,针织开衫外套小披肩冰丝夏季防晒衣女2020新款薄款外搭配吊带裙子,34.30   ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
20200709009130193000410080674573	,20200709001100121100414773438790	,2020-07-09 16:00:21 ,2020-07-09 16:00:23 ,2020-07-09 16:00:23 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070922001447411415920087	,TCAP2007091600186433673460	,2020-07-09 16:00:18 ,2020-07-09 16:00:19 ,2020-07-09 16:00:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,满记甜品(上海凯德LUONE店),满记甜品(上海凯德LUONE店)    ,19.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200709009130193000410080535028	,20200709001100121100414773422787	,2020-07-09 15:48:15 ,2020-07-09 15:48:17 ,2020-07-09 15:48:17 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070922001147411416540971	,T200P1110031425780833850	,2020-07-09 15:48:05 ,2020-07-09 15:48:12 ,2020-07-09 16:37:58 ,淘宝        ,支付宝担保交易         ,孙春红0202         ,原创复古少女镂空TT纱白色粉色梅子色绿色针织小开衫 K,58.00   ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
20200709009130193000410080742950	,20200709001100121100414773421092	,2020-07-09 15:11:30 ,2020-07-09 15:11:33 ,2020-07-09 15:11:33 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070922001447411415965073	,63106600004857000220200709151125073890	,2020-07-09 15:11:26 ,2020-07-09 15:11:26 ,2020-07-09 15:11:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海市静安区爱蕊崎服装店    ,上海市静安区爱蕊崎服装店        ,219.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200709009130125000410080812989	,20200709200040011100020057510237	,2020-07-09 14:28:56 ,2020-07-09 14:28:56 ,2020-07-09 14:28:56 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,500.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200709200040011100020057510237	,                    	,2020-07-09 14:28:52 ,2020-07-09 14:28:55 ,2020-07-09 14:28:55 ,支付宝网站     ,即时到账交易          ,快把钱发过来          ,转账                  ,500.00  ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20200709009130193000410080385406	,20200709001100121100414773296396	,2020-07-09 11:20:36 ,2020-07-09 11:20:39 ,2020-07-09 11:20:39 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070922001447411415794415	,d0c701375ab2479a9181e95cb104c783	,2020-07-09 11:20:31 ,2020-07-09 11:20:34 ,2020-07-09 11:20:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,27.34   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200708009130193000410079770999	,20200708001100121100414772888136	,2020-07-08 19:21:27 ,2020-07-08 19:21:30 ,2020-07-08 19:21:30 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070822001447411415819547	,20200708030397      	,2020-07-08 19:21:25 ,2020-07-08 19:21:26 ,2020-07-08 19:21:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海汽车集团财务有限责任公司  ,享道出行                ,6.59    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200708009130193000410079834984	,20200708001100121100414772741959	,2020-07-08 15:09:27 ,2020-07-08 15:09:29 ,2020-07-08 15:09:29 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070822001447411415263240	,222140490844        	,2020-07-08 15:09:23 ,2020-07-08 15:09:23 ,2020-07-08 15:09:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200708009130193000410079537573	,20200708001100121100414772538794	,2020-07-08 09:39:24 ,2020-07-08 09:39:26 ,2020-07-08 09:39:26 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070822001447411415347621	,1051137403920520417 	,2020-07-08 09:39:20 ,2020-07-08 09:39:20 ,2020-07-08 09:44:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,享道出行            ,高德地图打车订单            ,17.70   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200708326530995411 	,                    	,2020-07-08 02:24:28 ,                    ,2020-07-08 02:24:28 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.07-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200707009130193000410078905138	,20200707001100121100414772207847	,2020-07-07 19:14:51 ,2020-07-07 19:14:54 ,2020-07-07 19:14:54 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070722001447411415061063	,20070770040289855307	,2020-07-07 19:14:48 ,2020-07-07 19:14:48 ,2020-07-07 19:14:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,蘇小柳点心专门店（五角场店）外卖订单  ,35.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200707009130193000410079191821	,20200707001100121100414772215061	,2020-07-07 19:12:55 ,2020-07-07 19:12:57 ,2020-07-07 19:12:57 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070722001447411414670460	,20200707191013691054	,2020-07-07 19:12:52 ,2020-07-07 19:12:52 ,2020-07-07 19:12:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国人民解放军海军军医大学第一附属医院,急诊内科()              ,10.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200707009130193000410079164520	,20200707001100121100414772212765	,2020-07-07 19:09:51 ,2020-07-07 19:09:53 ,2020-07-07 19:09:54 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070722001447411415262999	,20200707190709586053	,2020-07-07 19:09:48 ,2020-07-07 19:09:48 ,2020-07-07 19:09:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国人民解放军海军军医大学第一附属医院,内科急诊                ,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200707009130193000410078999551	,20200707001100121100414772194080	,2020-07-07 19:04:37 ,2020-07-07 19:04:39 ,2020-07-07 19:04:39 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070722001447411415185898	,210_202007072157652201421621	,2020-07-07 19:04:33 ,2020-07-07 19:04:33 ,2020-07-07 19:04:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-朱师傅            ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200707009130193000410078892389	,20200707001100121100414772068570	,2020-07-07 15:14:54 ,2020-07-07 15:14:56 ,2020-07-07 15:14:56 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070722001447411414644478	,221964652844        	,2020-07-07 15:14:51 ,2020-07-07 15:14:51 ,2020-07-07 15:14:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,6.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200707009130193000410078290626	,20200707001100121100414771883739	,2020-07-07 09:08:33 ,2020-07-07 09:08:36 ,2020-07-07 09:08:36 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070722001447411413839536	,4412660000489000000000147011420189	,2020-07-07 09:08:28 ,2020-07-07 09:08:31 ,2020-07-07 09:08:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,巴比馒头上海中原路店      ,巴比馒头上海中原路三店         ,4.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200707317006177411 	,                    	,2020-07-07 02:29:24 ,                    ,2020-07-07 02:29:24 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.06-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200706009130193000410077795906	,20200706001100121100414771528581	,2020-07-06 18:48:40 ,2020-07-06 18:48:42 ,2020-07-06 18:48:42 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020070622001447411413892066	,20200706184558613518	,2020-07-06 18:48:36 ,2020-07-06 18:48:37 ,2020-07-06 18:48:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国人民解放军海军军医大学第一附属医院,急诊内科()              ,10.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
